Flow ID	Src IP	Src Port	Dst IP	Dst Port	Protocol	Timestamp	Flow Duration	Total Fwd Packet	Total Bwd packets	Total Length of Fwd Packet	Total Length of Bwd Packet	Fwd Packet Length Max	Fwd Packet Length Min	Fwd Packet Length Mean	Fwd Packet Length Std	Bwd Packet Length Max	Bwd Packet Length Min	Bwd Packet Length Mean	Bwd Packet Length Std	Flow Bytes/s	Flow Packets/s	Flow IAT Mean	Flow IAT Std	Flow IAT Max	Flow IAT Min	Fwd IAT Total	Fwd IAT Mean	Fwd IAT Std	Fwd IAT Max	Fwd IAT Min	Bwd IAT Total	Bwd IAT Mean	Bwd IAT Std	Bwd IAT Max	Bwd IAT Min	Fwd PSH Flags	Bwd PSH Flags	Fwd URG Flags	Bwd URG Flags	Fwd Header Length	Bwd Header Length	Fwd Packets/s	Bwd Packets/s	Packet Length Min	Packet Length Max	Packet Length Mean	Packet Length Std	Packet Length Variance	FIN Flag Count	SYN Flag Count	RST Flag Count	PSH Flag Count	ACK Flag Count	URG Flag Count	CWR Flag Count	ECE Flag Count	Down/Up Ratio	Average Packet Size	Fwd Segment Size Avg	Bwd Segment Size Avg	Fwd Bytes/Bulk Avg	Fwd Packet/Bulk Avg	Fwd Bulk Rate Avg	Bwd Bytes/Bulk Avg	Bwd Packet/Bulk Avg	Bwd Bulk Rate Avg	Subflow Fwd Packets	Subflow Fwd Bytes	Subflow Bwd Packets	Subflow Bwd Bytes	FWD Init Win Bytes	Bwd Init Win Bytes	Fwd Act Data Pkts	Fwd Seg Size Min	Active Mean	Active Std	Active Max	Active Min	Idle Mean	Idle Std	Idle Max	Idle Min	Activity	Stage
192.168.3.29-23.53.253.160-58308-443-6	192.168.3.29	58308	23.53.253.160	443	6	19/07/2019 19:24	320	2	1	31	46	31	0	15.5	21.920310216799997	46	46	46	0	240625	9375	160	149.9066376	266	54	54	54	0	54	54	0	0	0	0	0	0	1	0	0	64	32	6250	3125	0	46	30.75	21.68524844	470.25	0	0	0	1	1	0	0	0	0	41	15.5	46	0	0	0	0	0	0	2	31	1	46	-1	1444	1	0	0	0	0	0	0	0	0	0	Normal	Benign
172.217.5.206-192.168.3.29-443-35578-6	192.168.3.29	35578	172.217.5.206	443	6	19/07/2019 19:24	127124	8	5	792	3361	517	0	99	180.68204116599998	2797	0	672.2	1212.64595	32668.890217400003	102.262358	10593.66667	16730.56437	56449	10	113267	16181	22812.70779	56449	54	126604	31651	26544.95336	70647	13826	0	0	0	0	256	176	62.930681853900005	39.33167616	0	2797	296.6428571	745.0491576080001	555098.2472529999	0	1	0	0	0	0	0	0	0	319.4615385	99	672.2	0	0	0	0	0	0	8	792	5	3361	-1	240	4	0	0	0	0	0	0	0	0	0	Normal	Benign
172.217.5.206-192.168.3.29-443-35578-6	172.217.5.206	443	192.168.3.29	35578	6	19/07/2019 19:24	13474	1	2	0	31	0	0	0	0	31	0	15.5	21.920310216799997	2300.7273266999996	222.65103161599998	6737	9473.816654	13436	38	0	0	0	0	0	38	38	0	38	38	0	1	0	0	32	52	74.21701054	148.4340211	0	31	15.5	17.89785834	320.3333333	0	0	0	1	1	0	0	0	2	20.66666667	0	15.5	0	0	0	0	0	0	1	0	2	31	-1	0	0	0	0	0	0	0	0	0	0	0	Normal	Benign
192.168.3.29-52.42.232.148-57532-443-6	192.168.3.29	57532	52.42.232.148	443	6	19/07/2019 19:23	61138376	17	13	2189	3606	790	0	128.76470588200002	268.3264172	3014	0	277.3846154	827.5243741080001	94.78498415	0.490690168	2108219.8620700003	4129767.463	10198874	13	61097488	3818593	5014922.136	10239721	76	61137764	5094813.666669999	5214776.729	10239943	1408	0	0	0	0	544	432	0.278057762	0.212632406	0	3014	186.93548387099997	564.7526854	318945.5957	0	1	0	0	0	0	0	0	0	193.16666666700002	128.76470588200002	277.3846154	0	0	0	0	0	0	17	2189	13	3606	-1	131	5	0	139098.6667	240519.9971	630058	40832	10050528.67	217072.59122899998	10198874	9639458	Normal	Benign
192.168.3.29-52.42.232.148-57534-443-6	192.168.3.29	57534	52.42.232.148	443	6	19/07/2019 19:23	61139781	17	13	2189	3606	790	0	128.76470588200002	268.3264172	3014	0	277.3846154	827.5243741080001	94.78280597700001	0.490678892	2108268.3103400003	4123437.119	10236258	9	61096202	3818512.625	5007041.907	10279788	81	61139472	5094956	5204441.907	10280025	1359	0	0	0	0	544	432	0.278051372	0.21262752	0	3014	186.93548387099997	564.7526854	318945.5957	0	1	0	0	0	0	0	0	0	193.16666666700002	128.76470588200002	277.3846154	0	0	0	0	0	0	17	2189	13	3606	-1	121	5	0	154391	271431.8999	708449	43478	10035521	328275.1982	10236258	9385440	Normal	Benign
192.168.3.29-8.8.8.8-58046-53-17	192.168.3.29	58046	8.8.8.8	53	17	19/07/2019 12:41	13940	1	3	45	228	45	45	45	0	106	45	76	30.5122926	19583.93113	286.9440459	4646.666667	7983.354829	13865	11	0	0	0	0	0	13940	6970	9841.512181	13929	11	0	0	0	0	8	24	71.73601147779999	215.2080344	45	106	63.6	27.45541841	753.8	0	0	0	0	0	0	0	0	3	79.5	45	76	0	0	0	0	0	0	1	45	3	228	-1	-1	1	0	0	0	0	0	0	0	0	0	Normal	Benign
192.168.3.29-52.89.38.17-58216-443-6	192.168.3.29	58216	52.89.38.17	443	6	19/07/2019 19:23	60793115	15	12	1452	3641	778	0	96.8	231.27849631400002	3403	0	303.4166667	977.1743548	83.77593417	0.44412924062200004	2338196.7307700003	4304181.272	10197778	15	60750927	4339351.9285699995	5158190.458	10239711	140	60792676	5526606.909	5230733.636	10239836	1505	0	0	0	0	480	400	0.246738467	0.197390774	0	3403	181.8928571	654.6510712830001	428568.02513200004	0	1	0	0	0	0	0	0	0	188.6296296	96.8	303.4166667	0	0	0	0	0	0	15	1452	12	3641	-1	125	4	0	92035.33333	122701.67015899999	342499	41812	10040077.33	297843.7215	10197778	9446284	Normal	Benign
192.168.3.29-52.89.38.17-58214-443-6	192.168.3.29	58214	52.89.38.17	443	6	19/07/2019 19:23	60845391	15	12	1452	3641	778	0	96.8	231.27849631400002	3403	0	303.4166667	977.1743548	83.70395713	0.443747662	2340207.346	4311136.465890001	10198480	12	60801701	4342978.643	5168950.759	10242026	83	60844876	5531352.364	5242894.34	10241182	1767	0	0	0	0	480	400	0.246526479	0.197221183	0	3403	181.8928571	654.6510712830001	428568.02513200004	0	1	0	0	0	0	0	0	0	188.6296296	96.8	303.4166667	0	0	0	0	0	0	15	1452	12	3641	-1	125	4	0	84042.66667	99912.62984560001	287986	42630	10056770	191960.34249500002	10198480	9702928	Normal	Benign
172.217.11.78-192.168.3.29-443-41746-6	192.168.3.29	41746	172.217.11.78	443	6	19/07/2019 19:24	87359	8	8	792	4102	517	0	99	180.68204116599998	2836	0	512.75	978.9858819939999	56021.70355	183.15227967400003	5823.933333	8118.12741	25423	10	59731	8533	14482.62606	39393	98	87359	12479.857142899999	9005.533622	25423	315	0	0	0	0	256	272	91.57613983680001	91.57613983680001	0	2836	287.88235294099997	694.1824222	481889.23529399995	0	1	0	0	0	0	0	0	1	305.875	99	512.75	0	0	0	0	0	0	8	792	8	4102	-1	244	4	0	0	0	0	0	0	0	0	0	Normal	Benign
192.168.3.29-52.40.28.81-39980-443-6	192.168.3.29	39980	52.40.28.81	443	6	19/07/2019 19:23	60361624	15	12	1594	3806	920	0	106.26666666700001	262.0164844	3485	0	317.1666667	999.9441651	89.46081371	0.44730406855899996	2321600.923	4289428.389	10197171	15	60318985	4308498.9285699995	5147731.504	10239750	79	60361228	5487384.364	5226985.775	10239867	1493	0	0	0	0	480	400	0.24850226	0.198801808	0	3485	192.8571429	674.8115081	455370.5714	0	1	0	0	0	0	0	0	0	200	106.26666666700001	317.1666667	0	0	0	0	0	0	15	1594	12	3806	-1	126	4	0	65203.5	55335.25297	178156	42539	9995001.167	373818.7791	10197171	9247572	Normal	Benign
8.0.6.4-8.6.0.1-0-0-0	8.6.0.1	0	8.0.6.4	0	0	19/07/2019 19:22	119454412	250	1	0	0	0	0	0	0	0	0	0	0	0	2.101220003	477817.648	313662.7963	1546577	15	119447525	479708.9357	312862.9296	1546577	15	0	0	0	0	0	0	0	0	0	0	0	2.092848609	0.008371394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	Normal	Benign
192.168.3.29-52.42.232.148-57536-443-6	192.168.3.29	57536	52.42.232.148	443	6	19/07/2019 19:23	88109729	19	15	2447	3606	1196	0	128.7894737	310.226007	3014	0	240.4	772.3306842	68.69842943	0.385882472	2669991.7878799997	4413772.382	10248876	13	88068785	4892710.278	5048372.724090001	10248876	86	88109454	6293532.4285699995	4888677.314	10289727	1507	0	0	0	0	608	496	0.215640205	0.170242267	0	3014	172.9428571	548.2178583	300542.8202	0	1	0	0	0	0	0	0	0	178.0294118	128.7894737	240.4	0	0	0	0	0	0	19	2447	15	3606	-1	123	5	0	66482.22222	73736.6027	262979	40775	9723457.111	982493.0961	10248876	7325654	Normal	Benign
192.168.3.29-216.58.217.202-55552-443-6	192.168.3.29	55552	216.58.217.202	443	6	19/07/2019 19:25	133133	10	7	792	4289	517	0	79.2	164.7232022	2836	0	612.7142857	1038.44318	38164.84268	127.691857	8320.8125	16430.47659	62983	11	119204	13244.888888899999	22553.35692	62983	75	132875	22145.83333	28576.05228	77229	102	0	0	0	0	320	240	75.11285707	52.57899995	0	2836	282.2777778	684.740982	468870.21241800004	0	1	0	0	0	0	0	0	0	298.88235294099997	79.2	612.7142857	0	0	0	0	0	0	10	792	7	4289	-1	244	4	0	0	0	0	0	0	0	0	0	Normal	Benign
192.168.3.29-8.8.8.8-36055-53-17	192.168.3.29	36055	8.8.8.8	53	17	19/07/2019 15:43	14550	1	3	45	228	45	45	45	0	106	45	76	30.5122926	18762.8866	274.9140893	4850	7407.140946	13403	554	0	0	0	0	0	14550	7275	9504.929353	13996	554	0	0	0	0	8	24	68.72852234	206.185567	45	106	63.6	27.45541841	753.8	0	0	0	0	0	0	0	0	3	79.5	45	76	0	0	0	0	0	0	1	45	3	228	-1	-1	1	0	0	0	0	0	0	0	0	0	Normal	Benign
149.20.4.15-192.168.3.29-80-42008-6	192.168.3.29	42008	149.20.4.15	80	6	19/07/2019 19:25	5195162	2	2	0	0	0	0	0	0	0	0	0	0	0	0.7699471161820001	1731720.6666700002	2978508.64	5170978	31	5170978	5170978	0	5170978	5170978	24153	24153	0	24153	24153	0	0	0	0	64	80	0.38497355809100003	0.38497355809100003	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	-1	28960	0	0	0	0	0	0	0	0	0	0	Normal	Benign
192.168.3.29-8.8.8.8-58127-53-17	192.168.3.29	58127	8.8.8.8	53	17	19/07/2019 17:03	14117	1	3	45	228	45	45	45	0	106	45	76	30.5122926	19338.386342700003	283.34632	4705.666667	8061.3313	14014	16	0	0	0	0	0	14117	7058.5	9959.599013	14101	16	0	0	0	0	8	24	70.83658001	212.50974	45	106	63.6	27.45541841	753.8	0	0	0	0	0	0	0	0	3	79.5	45	76	0	0	0	0	0	0	1	45	3	228	-1	-1	1	0	0	0	0	0	0	0	0	0	Normal	Benign
192.168.3.29-216.58.193.206-54928-443-6	192.168.3.29	54928	216.58.193.206	443	6	19/07/2019 19:25	104350	7	6	792	4102	517	0	113.14285714299999	190.3159028	3507	0	683.6666667	1400.97861	46899.85625	124.5807379	8695.833333	7774.475368	24410	17	90607	15101.166666699999	15262.746769999998	38382	60	99915	19983	5191.71046	26213	13721	0	0	0	0	224	208	67.08193579	57.49880211	0	3507	349.5714286	928.7805664739999	862633.3407	0	1	0	0	0	0	0	0	0	376.46153846199996	113.14285714299999	683.6666667	0	0	0	0	0	0	7	792	6	4102	-1	244	4	0	0	0	0	0	0	0	0	0	Normal	Benign
192.168.3.29-216.58.193.206-54930-443-6	192.168.3.29	54930	216.58.193.206	443	6	19/07/2019 19:25	112937	8	6	792	4101	517	0	99	180.68204116599998	3506	0	683.5	1400.57556	43325.039623900004	123.96291737899999	8687.461538	12583.356094600002	40832	12	99066	14152.28571	18558.262649599998	40832	49	111219	22243.8	20356.86476	55059	806	0	0	0	0	256	208	70.83595279	53.12696459	0	3506	326.2	899.2825077	808709.0286	0	1	0	0	0	0	0	0	0	349.5	99	683.5	0	0	0	0	0	0	8	792	6	4101	-1	244	4	0	0	0	0	0	0	0	0	0	Normal	Benign
172.217.11.78-192.168.3.29-443-41862-6	192.168.3.29	41862	172.217.11.78	443	6	19/07/2019 19:25	76484	8	6	792	4071	517	0	99	180.68204116599998	2836	0	678.5	1099.914497	63581.92563150001	183.0448198	5883.384615	7618.93998	24454	9	62649	8949.857143	13479.94669	38595	57	76170	15234	9173.721355	24454	758	0	0	0	0	256	208	104.5970399	78.44777993	0	2836	324.2	733.9510688239999	538684.1714	0	1	0	0	0	0	0	0	0	347.3571429	99	678.5	0	0	0	0	0	0	8	792	6	4071	-1	240	4	0	0	0	0	0	0	0	0	0	Normal	Benign
172.217.11.78-192.168.3.29-443-41860-6	192.168.3.29	41860	172.217.11.78	443	6	19/07/2019 19:25	89898	9	7	792	4102	517	0	88	172.204094	2836	0	586	1033.474883	54439.475850400006	177.97948786400002	5993.2	7750.236054	25325	10	75979	9497.375	13910.844176299997	39200	98	83512	13918.666666699999	11195.13983	25750	648	0	0	0	0	288	240	100.11346192399999	77.86602594	0	2836	287.88235294099997	694.1824222	481889.23529399995	0	1	0	0	0	0	0	0	0	305.875	88	586	0	0	0	0	0	0	9	792	7	4102	-1	244	4	0	0	0	0	0	0	0	0	0	Normal	Benign
172.217.11.78-192.168.3.29-443-41862-6	172.217.11.78	443	192.168.3.29	41862	6	19/07/2019 19:25	7246	1	2	0	31	0	0	0	0	31	0	15.5	21.920310216799997	4278.222468	414.0215291	3623	5088.340397	7221	25	0	0	0	0	0	25	25	0	25	25	0	1	0	0	32	52	138.0071764	276.0143527	0	31	15.5	17.89785834	320.3333333	0	0	0	1	1	0	0	0	2	20.66666667	0	15.5	0	0	0	0	0	0	1	0	2	31	-1	0	0	0	0	0	0	0	0	0	0	0	Normal	Benign
172.217.14.74-192.168.3.29-443-42548-6	192.168.3.29	42548	172.217.14.74	443	6	19/07/2019 19:25	75953	7	5	792	4257	517	0	113.14285714299999	190.3159028	3693	0	851.4	1607.1663884000002	66475.32026380001	157.9924427	6904.818182	7872.839892	24551	21	62041	10340.16667	14133.07165	38475	71	75631	18907.75	4642.144862	24551	13891	0	0	0	0	224	176	92.16225824	65.83018446	0	3693	388.3846154	1012.518357	1025193.423	0	1	0	0	0	0	0	0	0	420.75	113.14285714299999	851.4	0	0	0	0	0	0	7	792	5	4257	-1	240	4	0	0	0	0	0	0	0	0	0	Normal	Benign
172.217.14.74-192.168.3.29-443-42548-6	172.217.14.74	443	192.168.3.29	42548	6	19/07/2019 19:25	9095	1	2	0	31	0	0	0	0	31	0	15.5	21.920310216799997	3408.46619	329.8515668	4547.5	6388.709768	9065	30	0	0	0	0	0	30	30	0	30	30	0	1	0	0	32	52	109.9505223	219.9010445	0	31	15.5	17.89785834	320.3333333	0	0	0	1	1	0	0	0	2	20.66666667	0	15.5	0	0	0	0	0	0	1	0	2	31	-1	0	0	0	0	0	0	0	0	0	0	0	Normal	Benign
192.168.3.29-52.89.38.17-58384-443-6	192.168.3.29	58384	52.89.38.17	443	6	19/07/2019 19:24	60537849	16	15	9951	3641	2896	0	621.9375	1149.817462	3403	0	242.7333333	875.2352718	224.5206961	0.5120763375649999	2017928.3	4077179.789	10200623	10	60495146	4033009.733	5102205.435	10242426	24	60537467	4324104.7857099995	5164254.839319999	10242321	10	0	0	0	0	512	496	0.26429746454999997	0.247778873	0	3403	424.75	1013.699835	1027587.3548399999	0	1	0	0	0	0	0	0	0	438.4516129	621.9375	242.7333333	0	0	0	0	0	0	16	9951	15	3641	-1	234	7	0	57707.5	39130.55118	137582	41534	10031870.33	281083.5737	10200623	9479029	Normal	Benign
192.168.3.29-8.8.8.8-51337-53-17	192.168.3.29	51337	8.8.8.8	53	17	19/07/2019 14:07	14001	1	3	45	228	45	45	45	0	106	45	76	30.5122926	19498.607242299997	285.693879	4667	8030.677244	13940	11	0	0	0	0	0	14001	7000.5	9884.645694	13990	11	0	0	0	0	8	24	71.42346975	214.2704093	45	106	63.6	27.45541841	753.8	0	0	0	0	0	0	0	0	3	79.5	45	76	0	0	0	0	0	0	1	45	3	228	-1	-1	1	0	0	0	0	0	0	0	0	0	Normal	Benign
172.217.5.65-192.168.3.29-443-50604-6	192.168.3.29	50604	172.217.5.65	443	6	19/07/2019 19:25	72359	8	6	792	4667	517	0	99	180.68204116599998	4072	0	777.8333333	1629.115885	75443.27589	193.479733	5566.076923	8381.353167	25549	14	58397	8342.428571	14631.75915	39473	62	71926	14385.2	9210.280273	25549	14	0	0	0	0	256	208	110.55984742700001	82.91988557	0	4072	363.9333333	1042.6771494999998	1087175.638	0	1	0	0	0	0	0	0	0	389.9285714	99	777.8333333	0	0	0	0	0	0	8	792	6	4667	-1	244	4	0	0	0	0	0	0	0	0	0	Normal	Benign
172.217.11.78-192.168.3.29-443-41892-6	192.168.3.29	41892	172.217.11.78	443	6	19/07/2019 19:25	72393	9	7	792	4102	517	0	88	172.204094	2836	0	586	1033.474883	67603.22131	221.01584407299998	4826.2	7870.555001	24895	11	58518	7314.75	13617.70431	38828	62	72027	12004.5	9738.327408	24895	47	0	0	0	0	288	240	124.3214123	96.69443178	0	2836	287.88235294099997	694.1824222	481889.23529399995	0	1	0	0	0	0	0	0	0	305.875	88	586	0	0	0	0	0	0	9	792	7	4102	-1	244	4	0	0	0	0	0	0	0	0	0	Normal	Benign
192.168.3.29-72.21.91.29-42910-80-6	192.168.3.29	42910	72.21.91.29	80	6	19/07/2019 19:23	116802608	20	18	1137	2363	379	0	56.85	138.8457209	788	0	131.2777778	302.056443	29.965084341300003	0.325335201	3156827.243	4676980.593	10227638	11	116789990	6146841.579	4948142.7817400005	10240480	4782	113224731	6660278.294	4950629.413	10240308	1068	0	0	0	0	640	592	0.17122905337900002	0.154106148	0	788	89.74358974360001	228.154924	52054.66936569999	0	1	0	0	0	0	0	0	0	92.10526315790001	56.85	131.2777778	0	0	0	0	0	0	20	1137	18	2363	-1	290	3	0	98963.45455	285194.8415	958852	12527	10193040.55	75705.2256	10227638	10016182	Normal	Benign
192.168.3.29-72.21.91.29-42908-80-6	192.168.3.29	42908	72.21.91.29	80	6	19/07/2019 19:23	116877991	25	21	2274	4726	379	0	90.96	165.20227	788	0	225.047619	364.6189074	59.891515418000004	0.39357281560400004	2597288.6888900003	4351813.497719999	10227504	12	116865215	4869383.958330001	4980415.819	10240444	521	113300034	5665001.7	5056860.454	10242226	3099	0	0	0	0	800	688	0.21389826934999998	0.179674546	0	788	148.9361702	277.48117086599996	76995.80019	0	1	0	0	0	0	0	0	0	152.173913	90.96	225.047619	0	0	0	0	0	0	25	2274	21	4726	-1	296	6	0	199826.3636	416811.0646	1110633	12616	10099015.36	290503.29119699995	10227504	9266890	Normal	Benign
255.255.255.255-0.0.0.0-67-68-17	0.0.0.0	68	255.255.255.255	67	17	19/07/2019 19:23	119204550	86	1	24938	289	296	289	289.97674418599996	2.439752852	289	289	289	0	211.627828	0.7298379130660001	1386099.419	1286415.652	5566954	32745	119171385	1402016.294	1285503.322	5566954	32745	0	0	0	0	0	0	0	0	0	688	8	0.7214489715369999	0.008388942	289	296	289.9545455	2.4159864642900004	5.836990596	0	0	0	0	0	0	0	0	0	293.2873563	289.97674418599996	289	0	0	0	0	0	0	86	24938	1	289	-1	-1	86	0	20129462	6715906.9639800005	23493873	10055604	5559156	7495.96358	5566954	5548927	Normal	Benign
192.168.3.29-13.33.25.98-37558-443-6	192.168.3.29	37558	13.33.25.98	443	6	19/07/2019 19:23	115443284	20	19	1030	9643	517	0	51.5	137.2314603	5369	0	507.5263158	1418.783688	92.4523249	0.33782822740900004	3037981.1578900004	4674617.554	10242682	10	115436176	6075588.210530001	5051869.927	10249753	63	112650062	6258336.778	5133673.621	10249736	218	0	0	0	0	640	624	0.173245245	0.164582983	0	5369	266.825	996.0198197880001	992055.4814	0	1	0	0	0	0	0	0	0	273.6666667	51.5	507.5263158	0	0	0	0	0	0	20	1030	19	9643	-1	122	4	0	9142.363636	6856.94638	29814	6981	10231134	8780.627665	10242682	10206278	Normal	Benign
192.168.3.29-13.33.25.58-49398-443-6	192.168.3.29	49398	13.33.25.58	443	6	19/07/2019 19:23	117163485	23	23	1890	21284	517	0	82.17391304350001	168.6194349	11278	0	925.3913043480001	2462.82343	197.7919998	0.392613791	2603633	4402098.215469999	10233920	10	117156367	5325289.409	5048840.341	10240974	28	113600095	5163640.682	5164083.402	10241029	28	0	0	0	0	736	752	0.196306895	0.196306895	0	11278	493.0638298	1760.012196	3097642.931	0	1	0	0	0	0	0	0	1	503.7826087	82.17391304350001	925.3913043480001	0	0	0	0	0	0	23	1890	23	21284	-1	130	6	0	129105.6364	404748.0782	1349467	6999	10197530	78080.42488	10233920	10036579	Normal	Benign
172.217.14.99-192.168.3.29-80-42192-6	192.168.3.29	42192	172.217.14.99	80	6	19/07/2019 19:23	115278456	15	15	383	701	383	0	25.53333333	98.89017477	701	0	46.73333333	180.9974217	9.403318170739999	0.260239433	3975119.1724099996	4984053.201780001	10235918	29	115264315	8233165.357139999	3997111.079	10249740	237	112491609	8035114.9285699995	4343335.644	10249729	14106	0	0	0	0	480	496	0.130119716	0.130119716	0	701	34.96774194	141.4431532	20006.16559	0	1	0	0	0	0	0	0	1	36.13333333	25.53333333	46.73333333	0	0	0	0	0	0	15	383	15	701	-1	240	1	0	18426.272727300002	15313.49836	64598	13745	10206829.09	66581.43677	10235918	10006284	Normal	Benign
192.168.3.29-23.62.236.171-43208-80-6	192.168.3.29	43208	23.62.236.171	80	6	19/07/2019 19:23	110728208	15	15	592	768	296	0	39.46666667	104.1522695	384	0	51.2	135.1164577	12.282326469200001	0.270933672	3818214.069	4968111.671	10228416	12	110702277	7907305.5	4304322.511390001	10241400	204	110728208	7909157.714	4305420.303	10241355	521	0	0	0	0	480	496	0.135466836	0.135466836	0	384	43.870967741899996	116.97285780200001	13682.649462399999	0	1	0	0	0	0	0	0	1	45.33333333	39.46666667	51.2	0	0	0	0	0	0	15	592	15	768	-1	243	2	0	14182.45455	4133.079514	26633	12821	10050841.36	516530.05731400003	10228416	8499504	Normal	Benign
192.168.3.29-192.168.3.31-34788-9200-6	192.168.3.29	34788	192.168.3.31	9200	6	19/07/2019 19:23	97259642	11	12	9181	4593	2060	0	834.6363636	999.0450713280001	2570	0	382.75	708.9975157	141.62092021700002	0.23648041	4420892.818	9568377.798	35020136	14	97165658	9716565.8	12509908.28	35020136	6634	97259596	8841781.455	12218855.84	35020661	487	0	1	0	0	352	384	0.11309932644000001	0.123381083	0	2570	681	941.9167784	887207.2174	0	0	0	1	1	0	0	0	1	710.6086956519999	834.6363636	382.75	0	0	0	0	0	0	11	9181	12	4593	-1	6751	5	0	31120	36201.60464	93984	6634	19406311.8	10834730.77	35020136	6925798	Normal	Benign
192.168.3.29-72.21.91.29-42954-80-6	192.168.3.29	42954	72.21.91.29	80	6	19/07/2019 19:23	115842992	16	16	379	788	379	0	23.6875	94.75	788	0	49.25	197	10.073980133400001	0.276235959	3736870.7096800003	4889485.361740001	10233783	11	115830418	7722027.866669999	4295398.797590001	10246402	175	112674957	7511663.8	4600341.885319999	10246393	542	0	0	0	0	512	528	0.13811797954900001	0.13811797954900001	0	788	35.36363636	150.3449821	22603.61364	0	1	0	0	0	0	0	0	1	36.46875	23.6875	49.25	0	0	0	0	0	0	16	379	16	788	-1	285	1	0	64180.09091	166639.9927	566475	12532	10177859.18	167382.8624	10233783	9673322	Normal	Benign
192.168.3.29-216.58.217.202-55310-443-6	192.168.3.29	55310	216.58.217.202	443	6	19/07/2019 19:23	117846306	32	31	1462	52047	563	0	45.6875	133.9213629	2836	0	1678.935484	1327.905793	454.0575078	0.53459461	1900746.871	10450805.75	58937248	8	117832408	3801045.419	14657034.27	58991249	51	117846283	3928209.4333300004	14892809.08	58951160	18	0	0	0	0	1024	1008	0.271540119	0.263054491	0	2836	836.078125	1235.510579	1526486.391	0	1	0	0	0	0	0	0	0	849.3492063489999	45.6875	1678.935484	0	0	0	0	0	0	32	1462	31	52047	-1	248	8	0	238258.5	252408.1295	416738	59779	58677934.5	366724.6686	58937248	58418621	Normal	Benign
172.217.5.65-192.168.3.29-443-50630-6	192.168.3.29	50630	172.217.5.65	443	6	19/07/2019 19:25	72256	7	5	792	4636	517	0	113.14285714299999	190.3159028	4072	0	927.2	1774.878925	75121.78919400001	166.0761736	6568.727273	8460.970217	25565	13	58478	9746.333333	15204.192404299998	39434	61	71550	17887.5	5301.141795	25565	13765	0	0	0	0	224	176	96.87776794	69.19840567	0	4072	417.53846153800004	1115.788631	1244984.269	0	1	0	0	0	0	0	0	0	452.33333333300004	113.14285714299999	927.2	0	0	0	0	0	0	7	792	5	4636	-1	240	4	0	0	0	0	0	0	0	0	0	Normal	Benign
172.217.5.65-192.168.3.29-443-50630-6	172.217.5.65	443	192.168.3.29	50630	6	19/07/2019 19:25	12491	1	2	0	31	0	0	0	0	31	0	15.5	21.920310216799997	2481.786887	240.1729245	6245.5	8801.358105	12469	22	0	0	0	0	0	22	22	0	22	22	0	1	0	0	32	52	80.0576415	160.115283	0	31	15.5	17.89785834	320.3333333	0	0	0	1	1	0	0	0	2	20.66666667	0	15.5	0	0	0	0	0	0	1	0	2	31	-1	0	0	0	0	0	0	0	0	0	0	0	Normal	Benign
192.168.3.29-216.58.193.206-54998-443-6	192.168.3.29	54998	216.58.193.206	443	6	19/07/2019 19:25	71208	9	7	792	4102	517	0	88	172.204094	2836	0	586	1033.474883	68728.23278280001	224.6938546	4747.2	7807.934437	24762	9	57332	7166.5	13527.960853600001	38581	31	70903	11817.16667	9862.264312	24762	35	0	0	0	0	288	240	126.3902932	98.3035614	0	2836	287.88235294099997	694.1824222	481889.23529399995	0	1	0	0	0	0	0	0	0	305.875	88	586	0	0	0	0	0	0	9	792	7	4102	-1	244	4	0	0	0	0	0	0	0	0	0	Normal	Benign
192.168.3.29-13.33.70.55-51794-443-6	192.168.3.29	51794	13.33.70.55	443	6	19/07/2019 19:23	117811112	27	25	2088	20887	517	0	77.33333333	158.029452	11584	0	835.48	2410.902444	195.0155602	0.44138451048699995	2310021.804	4212189.982340001	10236533	9	117796456	4530632.923	5007711.946	10243740	29	117811112	4908796.333330001	5033258.159	10243992	37	0	0	0	0	864	816	0.229180419	0.212204092	0	11584	433.49056603800005	1685.919158	2842323.409	0	1	0	0	0	0	0	0	0	441.82692307699995	77.33333333	835.48	0	0	0	0	0	0	27	2088	25	20887	-1	135	6	0	516429.18181800004	1222686.959	3835822	6980	10192983.82	81055.65833280001	10236533	10029285	Normal	Benign
172.217.5.202-192.168.3.29-443-51558-6	192.168.3.29	51558	172.217.5.202	443	6	19/07/2019 19:25	94268	7	5	792	4258	517	0	113.14285714299999	190.3159028	3694	0	851.6	1607.60841	53570.670853300006	127.29664361200001	8569.818182	9516.068777	25575	15	80494	13415.66667	15289.577033599999	39499	56	92902	23225.5	11027.26417	37836	13747	0	0	0	0	224	176	74.25637544	53.04026817	0	3694	388.46153846199996	1012.790338	1025744.269	0	1	0	0	0	0	0	0	0	420.83333333300004	113.14285714299999	851.6	0	0	0	0	0	0	7	792	5	4258	-1	240	4	0	0	0	0	0	0	0	0	0	Normal	Benign
